STABBREV,STATNAM,POP1980,POP1990,POP2000,POP2010,POP2020
TX,Texas,,,,82,64
HI,Hawaii,144,130,147,90,82
TX,Texas,425,354,356,286,265
TX,Texas,543,460,414,416,350
NE,Nebraska,593,546,533,539,399
NE,Nebraska,867,675,583,478,431
NE,Nebraska,513,462,444,460,434
MT,Montana,655,519,493,494,496
TX,Texas,789,817,851,707,600
NE,Nebraska,859,683,712,632,607
NE,Nebraska,877,769,747,614,611
TX,Texas,859,799,729,641,631
NM,New Mexico,1090,987,810,695,657
AK,Alaska,,,808,662,662
NE,Nebraska,973,851,729,647,669
NE,Nebraska,918,852,819,690,674
CO,Colorado,833,745,558,699,705
ND,North Dakota,1157,907,767,727,706
NE,Nebraska,990,793,783,736,711
NE,Nebraska,983,878,774,763,716
NV,Nevada,777,1344,971,783,729
TX,Texas,1145,1010,859,808,753
TX,Texas,1595,1410,1081,984,760
MT,Montana,981,874,861,718,762
NE,Nebraska,1301,1029,983,824,769
NE,Nebraska,1060,948,886,818,774
CO,Colorado,408,467,790,843,788
ID,Idaho,798,762,1022,982,790
MT,Montana,1026,912,1042,884,823
TX,Texas,1187,1025,887,929,827
AK,Alaska,1094,1410,1258,997,844
NE,Nebraska,1356,1222,1068,967,856
CO,Colorado,804,558,831,712,865
SD,South Dakota,1463,1324,1193,1006,917
UT,Utah,769,690,921,1059,935
MT,Montana,1476,1191,1068,1017,937
ND,North Dakota,1138,1108,888,783,945
TX,Texas,1950,1532,1426,1210,1063
ID,Idaho,818,727,991,1117,1077
MT,Montana,1836,1383,1199,1179,1088
TX,Texas,2158,1794,1622,1336,1095
TX,Texas,1304,1447,1406,1226,1116
NE,Nebraska,1845,1549,1475,1311,1135
MT,Montana,1656,1589,1279,1206,1173
CA,California,1097,1113,1208,1175,1204
AK,Alaska,,,,968,1240
TX,Texas,2406,2013,1693,1490,1245
NE,Nebraska,2383,2019,1756,1526,1262
SD,South Dakota,2069,1696,1671,1420,1262
ND,North Dakota,2819,2148,1710,1321,1265
KS,Kansas,1845,1774,1534,1247,1284
SD,South Dakota,1700,1669,1353,1255,1311
MS,Mississippi,2513,1909,2274,1406,1338
TX,Texas,1206,1438,1393,1143,1372
SD,South Dakota,2243,1965,1782,1466,1377
CO,Colorado,1863,1605,1577,1394,1379
TX,Texas,2947,2247,1904,1505,1380
MT,Montana,1799,1503,1360,1160,1415
TX,Texas,2033,2266,2162,2002,1422
TX,Texas,2579,1971,1790,1637,1435
UT,Utah,1329,1277,1435,1556,1438
TX,Texas,2053,1880,1850,1641,1440
CO,Colorado,1936,1688,1622,1398,1446
SD,South Dakota,1990,1589,1556,1373,1446
OR,Oregon,1513,1396,1547,1441,1451
AK,Alaska,0,1668,1823,1631,1476
KS,Kansas,2045,1821,1749,1485,1512
TX,Texas,1386,1629,1771,1599,1513
GA,Georgia,2032,1915,2077,1717,1559
KS,Kansas,2472,2375,2155,1750,1574
AK,Alaska,,,1893,1826,1619
NE,Nebraska,2861,2582,2292,2008,1654
MT,Montana,2835,2266,2017,1751,1661
SD,South Dakota,2929,2425,2295,2071,1663
KS,Kansas,2554,2313,1967,1891,1689
MT,Montana,2520,2090,1858,1743,1694
NM,New Mexico,2454,2252,2240,2022,1698
KS,Kansas,2269,2177,2085,1916,1723
MT,Montana,2702,2276,1977,1734,1729
ND,North Dakota,2391,2108,1924,1680,1736
CO,Colorado,2153,2397,2231,1836,1748
TX,Texas,2283,2278,2185,2052,1758
TX,Texas,3539,2571,2762,2444,1770
ND,North Dakota,3106,2420,2258,1975,1798
NE,Nebraska,3331,2835,2438,2099,1810
NE,Nebraska,2363,2141,1902,2049,1813
NE,Nebraska,2462,2237,2098,1941,1838
TX,Texas,1994,2021,2148,1901,1848
NV,Nevada,1198,1547,1651,1987,1855
OR,Oregon,2172,1918,1934,1765,1870
SD,South Dakota,2794,2624,2196,1937,1872
NE,Nebraska,2802,2460,2292,2057,1874
ND,North Dakota,3493,2847,2308,1990,1876
ND,North Dakota,2495,2381,2065,1846,1877
NE,Nebraska,2140,1928,2143,2044,1893
SD,South Dakota,2249,2137,2083,2048,1918
MT,Montana,2154,1819,1932,1891,1927
SD,South Dakota,1795,1759,2032,1912,1948
MT,Montana,2329,2295,2158,2339,1959
TX,Texas,2346,2252,2360,2242,1962
MO,Missouri,3008,2440,2382,2171,1973
KS,Kansas,2599,2418,2390,2215,1991
OR,Oregon,2057,1717,1915,1871,1995
TX,Texas,1647,1946,2207,2342,1996
MT,Montana,2646,2282,2329,2072,2023
MI,Michigan,1963,1701,2301,2156,2046
MT,Montana,2359,2246,2259,2168,2069
AK,Alaska,1680,2117,2392,2508,2080
KS,Kansas,2339,2333,2406,2235,2084
SD,South Dakota,3327,2744,2640,2364,2125
AK,Alaska,,,,2369,2127
KS,Kansas,3041,2758,2531,2234,2152
ND,North Dakota,4052,3627,2876,2246,2162
NE,Nebraska,3462,3006,2714,2538,2188
TX,Texas,3315,3407,2975,2398,2188
KY,Kentucky,2265,2124,2266,2282,2193
ND,North Dakota,3494,2899,2283,2071,2195
ND,North Dakota,3584,3174,2593,2343,2200
ND,North Dakota,3822,3002,2242,1968,2201
VA,Virginia,2937,2635,2536,2321,2232
GA,Georgia,2357,2209,2598,2513,2235
ND,North Dakota,3608,3160,2610,2470,2282
WA,Washington,2468,2248,2397,2266,2286
OK,Oklahoma,3648,3301,3148,2475,2296
SD,South Dakota,3739,3272,2884,2389,2298
ND,North Dakota,4274,3549,2841,2394,2301
ND,North Dakota,3714,3303,2754,2420,2306
CO,Colorado,1658,1504,1844,2064,2326
SD,South Dakota,3213,2833,2675,2355,2330
ND,North Dakota,3554,2951,2757,2385,2347
GA,Georgia,2341,2263,2390,2799,2348
AK,Alaska,,,,2150,2365
ND,North Dakota,3833,3332,2753,2435,2394
CO,Colorado,3266,2690,2747,2379,2404
SD,South Dakota,4027,3228,2904,2459,2411
SD,South Dakota,2308,2220,2519,2801,2413
KS,Kansas,3995,3543,2946,2597,2415
KS,Kansas,3544,3043,2813,2556,2447
TX,Texas,2820,2990,2935,3461,2451
KS,Kansas,4046,3660,3278,2553,2460
WY,Wyoming,2924,2499,2407,2484,2467
SD,South Dakota,3674,3190,2693,2329,2472
KS,Kansas,3918,3327,3261,2882,2483
UT,Utah,1911,2177,2509,2778,2486
OK,Oklahoma,4519,3793,3283,2922,2488
ND,North Dakota,4275,3445,2715,2477,2489
UT,Utah,2100,1725,1961,2264,2510
KS,Kansas,2514,2388,2670,2690,2518
NE,Nebraska,3647,3101,3099,2756,2519
ND,North Dakota,4800,4021,3390,2809,2530
NE,Nebraska,3937,3317,3087,2773,2544
TX,Texas,4825,4377,3730,3127,2547
KS,Kansas,4105,3404,2966,2519,2561
KS,Kansas,3309,3021,3030,2790,2572
ID,Idaho,3342,2918,2899,2891,2574
KS,Kansas,3678,3243,3165,2726,2616
NE,Nebraska,4079,3750,3111,2908,2616
AK,Alaska,,,,,2617
TX,Texas,4648,3573,3206,3057,2652
KS,Kansas,4498,4033,3454,3107,2687
KS,Kansas,3454,3480,3496,3233,2701
KS,Kansas,3726,3231,3068,2695,2718
SD,South Dakota,3628,3135,3058,2710,2747
TX,Texas,2469,2412,3047,3309,2758
KS,Kansas,3478,3081,3046,2756,2762
KS,Kansas,4509,4021,3472,2961,2764
TX,Texas,3174,2858,3186,3034,2782
SD,South Dakota,3437,2811,2930,3031,2806
KS,Kansas,4165,3694,3319,3001,2808
TX,Texas,5594,3905,3782,3353,2825
SD,South Dakota,4181,3746,3458,3002,2835
SD,South Dakota,4700,3932,3363,2982,2835
GA,Georgia,3553,3364,3357,3183,2848
NE,Nebraska,3637,3367,3200,2970,2858
GA,Georgia,3808,3615,4074,3451,2876
GA,Georgia,2382,2357,2556,3082,2884
NE,Nebraska,4377,3938,3574,3225,2889
NE,Nebraska,4377,3657,3525,3145,2903
KS,Kansas,4271,3787,3449,3037,2907
KS,Kansas,5241,4251,3791,3077,2932
KS,Kansas,4145,3653,3578,3241,2939
KS,Kansas,4516,3842,3551,3307,2956
NE,Nebraska,4226,3718,3318,3152,2959
SD,South Dakota,2533,2453,2772,2966,2980
ND,North Dakota,4229,3596,3242,3151,2993
ND,North Dakota,5233,4410,3715,3126,3015
MT,Montana,3763,3103,2837,2890,3049
TX,Texas,3766,3143,3057,3302,3059
NE,Nebraska,4292,3810,3786,3423,3073
TX,Texas,4608,4078,4099,3719,3098
TX,Texas,3915,3316,3302,3378,3105
KS,Kansas,4600,4116,3788,3309,3115
TX,Texas,2279,3119,3379,3598,3129
SD,South Dakota,4948,4272,3741,3431,3145
TX,Texas,2728,2915,3344,3476,3202
CA,California,3073,3318,3555,3240,3236
NC,North Carolina,3975,3856,4149,4407,3245
TX,Texas,4075,3696,3828,3677,3258
OK,Oklahoma,4715,4063,3562,3685,3272
TX,Texas,3196,3424,3864,3320,3285
ND,North Dakota,5877,4830,4331,3550,3301
TX,Texas,2915,3044,3966,4087,3303
TX,Texas,4619,4447,3404,3355,3308
MT,Montana,2700,2548,2830,3079,3309
TX,Texas,5329,4837,4253,3719,3353
MN,Minnesota,5542,4463,4134,3558,3360
TX,Texas,5130,4135,4077,4128,3372
KS,Kansas,5016,4407,4359,3669,3379
NE,Nebraska,4740,4275,4038,3735,3380
SD,South Dakota,3044,3206,3574,3431,3381
TX,Texas,5304,3720,3351,3807,3382
TX,Texas,4135,4514,3326,3367,3385
NE,Nebraska,4858,4279,4061,3812,3395
ND,North Dakota,4611,3983,3759,3343,3397
AK,Alaska,,,,3815,3398
AK,Alaska,1603,2464,2697,3141,3420
NE,Nebraska,4882,4108,4089,3821,3434
OK,Oklahoma,4799,4147,3436,3647,3442
SD,South Dakota,3415,2994,3139,3331,3461
TX,Texas,4919,4385,4093,3726,3465
CO,Colorado,3071,3190,3663,3524,3499
KS,Kansas,5959,4867,4452,3858,3500
CO,Colorado,5419,4556,4517,3788,3506
ID,Idaho,4118,3516,3747,3821,3533
MO,Missouri,4685,3723,3757,3785,3538
MT,Montana,5414,4732,4105,3384,3539
TX,Texas,6368,5283,4724,4139,3549
KS,Kansas,5947,5078,4536,3853,3570
NM,New Mexico,2720,2563,3543,3725,3579
IL,Illinois,5383,5189,4800,4320,3649
TX,Texas,5891,4842,4344,3974,3672
MT,Montana,3216,3154,3609,3651,3678
VA,Virginia,,,3904,3958,3687
GA,Georgia,2297,2334,3754,4034,3697
IA,Iowa,5731,4866,4482,4029,3704
ND,North Dakota,7636,6064,4831,3993,3704
SD,South Dakota,3864,3638,3895,3755,3718
MO,Missouri,5508,4482,4361,4131,3744
OK,Oklahoma,5596,4497,4075,4151,3749
IL,Illinois,4404,4373,4413,4470,3763
MN,Minnesota,3764,4076,4522,4045,3763
KS,Kansas,3814,3886,4307,4256,3780
MS,Mississippi,7964,7066,6580,4916,3800
SD,South Dakota,4894,4403,4143,3691,3837
ND,North Dakota,5512,4549,4366,3829,3862
NE,Nebraska,4758,4381,4068,3966,3893
ND,North Dakota,3620,3761,4044,4153,3898
SD,South Dakota,5196,4195,4181,4050,3902
MN,Minnesota,5471,4525,4299,4089,3935
WA,Washington,4057,4024,4064,4078,3952
TX,Texas,3683,3423,3738,4012,3953
ND,North Dakota,6979,5864,5102,4207,3982
KS,Kansas,3435,4027,4531,3977,3983
SD,South Dakota,5159,4356,4367,4071,3986
ND,North Dakota,6166,5052,4675,4357,3990
SD,South Dakota,6015,5359,4792,4271,3994
MO,Missouri,4979,4236,4170,4431,4032
KY,Kentucky,5709,5036,4858,4755,4051
KS,Kansas,4788,4247,4631,4575,4055
NE,Nebraska,5633,5169,4647,4260,4059
KS,Kansas,5694,5365,4789,4437,4072
NM,New Mexico,4725,4124,4174,4549,4079
ND,North Dakota,6473,5383,4701,4139,4093
NE,Nebraska,6726,5786,5057,4500,4095
ND,North Dakota,4627,4005,3600,3536,4095
NV,Nevada,1503,2526,3399,4010,4104
LA,Louisiana,8525,7103,6618,5252,4147
OK,Oklahoma,6518,5689,5144,4527,4169
NM,New Mexico,6049,5958,5932,4894,4178
NM,New Mexico,4205,4264,5180,4881,4189
MN,Minnesota,6672,5767,5285,4552,4207
VA,Virginia,5860,4799,5048,4731,4209
MT,Montana,5367,5163,4601,4253,4217
MO,Missouri,6882,6034,5351,4912,4223
KS,Kansas,6548,5874,5307,4861,4228
WI,Wisconsin,3373,3890,4562,4232,4255
ID,Idaho,3385,4133,4342,4368,4275
TX,Texas,4063,4122,4468,4607,4286
SD,South Dakota,5289,4522,4498,4364,4295
SD,South Dakota,5404,4844,4576,4656,4306
ID,Idaho,3347,3254,3476,3976,4379
WA,Washington,3832,3327,3824,3978,4422
IL,Illinois,5867,5322,5084,5089,4437
NM,New Mexico,4496,4156,4680,4687,4452
TX,Texas,4477,4531,5151,4936,4456
OK,Oklahoma,5922,5551,4743,4810,4484
NV,Nevada,3732,3775,4165,5345,4499
KY,Kentucky,6065,5566,5262,4902,4521
CO,Colorado,4542,4189,4480,4442,4530
MT,Montana,3675,3315,3884,4223,4535
GA,Georgia,3433,3588,3766,5010,4547
PA,Pennsylvania,6674,5913,5974,5085,4547
NV,Nevada,6217,6475,5071,4772,4554
NE,Nebraska,6085,5423,5440,5042,4555
WI,Wisconsin,4172,4590,5088,4423,4558
ID,Idaho,3258,3492,4125,4286,4564
NC,North Carolina,5873,5411,5826,5810,4589
WY,Wyoming,5710,4809,4882,4812,4621
NE,Nebraska,6486,5553,5324,4959,4636
IA,Iowa,6112,5420,5469,5131,4663
KS,Kansas,7569,6482,5835,4980,4674
TX,Texas,4600,4652,3996,4375,4675
MO,Missouri,6092,5079,5223,4979,4681
CO,Colorado,1528,1926,3503,4255,4704
MO,Missouri,5415,4822,4983,4843,4716
MT,Montana,4428,4106,4497,4538,4730
AR,Arkansas,6079,5826,5744,5368,4739
CO,Colorado,5304,4812,4926,4814,4817
KY,Kentucky,5487,5238,5351,5104,4826
TX,Texas,5168,5109,5281,5300,4838
AK,Alaska,4616,4012,4922,4847,4857
CO,Colorado,1925,2295,3742,4436,4874
VA,Virginia,3948,4372,5091,5190,4892
KS,Kansas,7006,6039,5685,5181,4919
IL,Illinois,7590,6909,6445,5589,4946
IL,Illinois,6142,5644,5537,5355,4949
MT,Montana,5559,5046,5267,5324,4971
KS,Kansas,7406,6590,6001,5642,4981
TX,Texas,7137,5879,5284,5410,4990
ND,North Dakota,7207,6107,5757,5289,4999
TN,Tennessee,4358,4548,4945,5077,5001
NE,Nebraska,7582,6635,6055,5228,5034
OK,Oklahoma,6806,6023,5857,5636,5049
UT,Utah,3673,3980,4735,5172,5083
NY,New York,5034,5279,5379,4836,5107
ID,Idaho,3436,3308,4044,5208,5127
NE,Nebraska,7544,6750,6198,5469,5127
TX,Texas,8859,7304,7072,6059,5133
KS,Kansas,5782,5289,5120,4936,5151
MN,Minnesota,7716,6285,5820,5269,5166
SD,South Dakota,6679,5925,5815,5148,5187
IL,Illinois,8840,7523,7348,6161,5193
WV,West Virginia,4922,5192,5873,5717,5194
MO,Missouri,5428,5515,5941,6265,5202
NE,Nebraska,6320,5675,5639,5406,5214
GA,Georgia,6583,6078,6336,5834,5215
TX,Texas,4839,4857,5327,5231,5230
AK,Alaska,6165,9478,5465,5561,5232
TX,Texas,4684,4956,4746,4799,5237
SD,South Dakota,5366,5523,5972,5301,5239
IL,Illinois,12264,10626,9590,8238,5240
SD,South Dakota,5245,5485,5364,5255,5247
KS,Kansas,4736,5048,5463,5724,5250
OK,Oklahoma,6041,5780,6031,5925,5266
TX,Texas,6209,5848,5369,5613,5285
NE,Nebraska,5285,4673,4488,5217,5290
MO,Missouri,8605,7457,6430,5685,5305
GA,Georgia,5896,5654,5252,6058,5314
SD,South Dakota,7011,6087,5974,5438,5315
OK,Oklahoma,8183,7010,6818,6472,5337
MI,Michigan,6659,5763,7024,6631,5339
AK,Alaska,7873,8478,6551,5588,5343
ND,North Dakota,7858,6528,5987,5395,5345
NE,Nebraska,7391,6667,6259,5505,5379
TX,Texas,3987,3634,5537,6062,5382
KS,Kansas,6419,6198,6104,5923,5386
IL,Illinois,7389,6534,6332,5994,5400
TX,Texas,9834,8497,7771,6446,5402
MN,Minnesota,5535,5044,5190,5413,5411
TX,Texas,7725,6820,6093,5899,5416
SD,South Dakota,8133,6978,6267,5710,5449
NE,Nebraska,6758,6307,6148,5713,5455
KS,Kansas,6689,5947,5953,5671,5459
KS,Kansas,7778,7124,6536,6034,5485
OK,Oklahoma,7028,6559,6061,6239,5491
OK,Oklahoma,7338,6651,6614,6193,5527
KS,Kansas,8543,7073,6483,5799,5530
NE,Nebraska,7920,7103,6634,5890,5551
GA,Georgia,5717,5013,6320,6694,5573
TX,Texas,8605,6758,6550,5915,5596
MN,Minnesota,4092,3868,5168,5176,5600
NE,Nebraska,7137,6143,6339,6000,5606
LA,Louisiana,9336,9260,9991,6839,5617
SD,South Dakota,7268,6924,6430,5644,5624
IL,Illinois,6085,5730,6086,6006,5637
MN,Minnesota,8207,6890,6429,5896,5640
CO,Colorado,5945,5048,5998,6499,5650
KS,Kansas,5138,5396,5904,6006,5653
IA,Iowa,8559,7334,6830,6119,5674
CO,Colorado,4663,4529,6087,5467,5675
SD,South Dakota,6444,5688,5832,5618,5682
OK,Oklahoma,7077,6416,6105,5642,5699
ND,North Dakota,6698,5921,5890,5457,5703
TX,Texas,6204,5401,6186,6131,5730
GA,Georgia,6536,6524,6498,6865,5733
NV,Nevada,4076,6266,5794,5775,5734
KS,Kansas,5971,5634,6163,6091,5735
VA,Virginia,,,6303,5961,5737
AK,Alaska,,,,5559,5753
VA,Virginia,,,5665,5927,5766
KS,Kansas,8117,7203,6932,6373,5796
TX,Texas,6672,6576,6516,6182,5807
CO,Colorado,2441,3070,4757,5441,5808
MI,Michigan,9861,8854,7818,6780,5816
TX,Texas,5336,5143,4872,6461,5816
PA,Pennsylvania,6349,6104,6556,6428,5840
NE,Nebraska,6549,6244,6455,6129,5842
KY,Kentucky,7289,6784,7147,6856,5888
MT,Montana,6092,5452,5970,5813,5895
IA,Iowa,8353,7114,6958,6317,5896
MT,Montana,6731,6433,6424,6153,5898
VT,Vermont,6313,6405,6459,6306,5920
CO,Colorado,2988,3946,5518,5823,5922
KS,Kansas,7759,6926,6760,6010,5927
IN,Indiana,5114,5315,5623,6128,5940
ND,North Dakota,7944,7198,6964,6660,5964
MO,Missouri,7434,6326,7219,6714,5999
GA,Georgia,7038,6280,6383,6125,6000
KS,Kansas,8764,7847,7673,6689,6016
MN,Minnesota,7171,6246,6289,6018,6074
MO,Missouri,7230,6661,6689,6696,6096
MO,Missouri,7826,6942,6799,6373,6103
NE,Nebraska,8106,7123,7039,6542,6104
KY,Kentucky,5117,5092,6556,6306,6113
TX,Texas,5188,6637,7304,7818,6131
WI,Wisconsin,6730,6153,6861,5916,6137
WV,West Virginia,7910,8054,8196,7695,6143
MO,Missouri,7887,6848,6861,6738,6162
SD,South Dakota,5261,4974,5540,5903,6164
TN,Tennessee,4728,4846,5508,5548,6168
MS,Mississippi,12636,10490,10117,8223,6176
IA,Iowa,8371,7267,7003,6462,6192
MT,Montana,6491,6271,6445,6073,6226
WV,West Virginia,8250,7885,7582,7627,6229
IL,Illinois,5411,5836,6950,6937,6244
IL,Illinois,7961,7440,6971,6721,6245
KS,Kansas,8065,7555,7233,6973,6253
AR,Arkansas,11222,9520,8741,7260,6269
VA,Virginia,6349,6514,6871,6824,6270
NE,Nebraska,8675,7965,7452,6685,6295
AR,Arkansas,10213,9643,8559,7645,6308
SD,South Dakota,6692,6507,6595,6486,6336
SD,South Dakota,9201,7981,7454,6415,6361
CO,Colorado,3935,4619,5917,6108,6368
ID,Idaho,6931,6084,6411,5986,6372
KS,Kansas,6640,6586,6525,6497,6376
ND,North Dakota,9239,8011,7149,6429,6379
IL,Illinois,9114,8096,8213,7331,6387
GA,Georgia,6087,5994,6854,6885,6406
GA,Georgia,9599,8023,7791,7719,6425
MN,Minnesota,9379,7975,7442,6852,6441
TN,Tennessee,4510,4721,5740,6362,6461
NE,Nebraska,6773,6055,6567,6274,6475
AR,Arkansas,10515,9614,9210,8116,6482
IA,Iowa,8199,7067,6730,6403,6497
MN,Minnesota,8454,7516,7138,6576,6506
KY,Kentucky,8971,8271,7752,6813,6515
CO,Colorado,6255,5972,5986,6666,6529
VA,Virginia,6046,6145,6829,7058,6561
KY,Kentucky,6698,6503,7065,7355,6562
IA,Iowa,9401,8226,8010,7441,6605
VA,Virginia,5968,6289,6630,6945,6608
MO,Missouri,8493,7547,7416,7139,6634
VA,Virginia,,,6349,6650,6641
NV,Nevada,3408,4336,6693,6753,6650
TN,Tennessee,6887,6739,6786,6819,6662
TX,Texas,6950,5953,7688,7041,6664
TX,Texas,5514,5254,5866,6886,6664
NE,Nebraska,7053,6629,6882,6489,6688
KS,Kansas,8868,7835,7370,6970,6691
MN,Minnesota,10592,8924,8067,7259,6719
VA,Virginia,,,6837,7042,6720
NE,Nebraska,8813,7868,7791,6858,6722
TX,Texas,9289,7976,7828,7383,6741
GA,Georgia,6660,6160,6878,6798,6749
WV,West Virginia,8675,7728,7321,7141,6762
NE,Nebraska,7186,6936,7171,6940,6773
VA,Virginia,6692,6282,6926,7256,6773
MT,Montana,3267,3318,4385,5612,6774
AR,Arkansas,14052,11333,10254,8149,6799
AK,Alaska,5676,5913,6174,7029,6808
CO,Colorado,6440,6009,7862,6711,6820
WY,Wyoming,7106,6518,6644,7208,6838
ND,North Dakota,10399,9238,8585,7413,6844
KS,Kansas,6867,6603,6885,7053,6877
IL,Illinois,8365,7498,7189,7544,6902
TX,Texas,8168,7064,6594,7165,6904
MT,Montana,6958,6620,7180,7027,6946
OK,Oklahoma,12398,10384,9287,7992,6968
TX,Texas,9723,8133,8378,7854,6971
PA,Pennsylvania,5072,4802,4946,7716,6973
SD,South Dakota,8439,7353,7453,7094,6973
SD,South Dakota,8059,7089,7260,7070,7003
IA,Iowa,8908,8365,7837,7089,7005
TN,Tennessee,7455,7129,7954,7832,7005
TX,Texas,5193,5980,6928,7210,7012
ID,Idaho,8695,6963,7304,6963,7027
MO,Missouri,7885,7613,8324,8441,7031
MT,Montana,6999,6728,7009,6491,7044
UT,Utah,4378,4765,6005,6629,7072
NE,Nebraska,8367,7980,7576,7248,7074
TX,Texas,8428,8204,7976,7223,7076
IA,Iowa,11369,9525,8662,7310,7078
CO,Colorado,7599,7140,8011,8270,7087
IN,Indiana,6860,6976,7349,7516,7087
AK,Alaska,,,,,7102
TX,Texas,6531,5461,6222,6703,7115
WA,Washington,5811,6295,7260,7551,7178
WY,Wyoming,5308,5294,5887,7083,7181
IA,Iowa,8626,7676,7809,7570,7203
AR,Arkansas,7756,7666,8608,8330,7225
OR,Oregon,8210,7853,7935,7445,7233
NE,Nebraska,9817,8759,8333,7547,7240
MS,Mississippi,9181,8653,9740,7726,7260
VT,Vermont,4613,5318,6901,6970,7293
NE,Nebraska,8481,7827,7857,7266,7317
WI,Wisconsin,7477,7107,7213,7469,7318
VA,Virginia,,,6867,7042,7320
VA,Virginia,6093,6622,6983,7373,7348
KS,Kansas,6977,7159,7909,7829,7352
KY,Kentucky,6908,6455,6748,7852,7354
TX,Texas,10556,9070,8285,8062,7371
OR,Oregon,7273,6911,7226,7008,7391
KY,Kentucky,7754,7422,7916,7887,7395
MO,Missouri,10489,9202,8438,7831,7408
WV,West Virginia,8334,7669,7160,8693,7408
SD,South Dakota,9350,8262,8075,7343,7427
CO,Colorado,8830,6007,7812,7310,7436
IA,Iowa,,7991,7909,7598,7443
LA,Louisiana,11772,9709,9421,7759,7459
CO,Colorado,7794,7453,8400,8256,7461
KS,Kansas,8960,8292,8673,7858,7470
GA,Georgia,5155,4903,6179,7421,7471
OR,Oregon,8314,7060,7609,7422,7495
IA,Iowa,9509,8409,8243,7682,7496
GA,Georgia,5297,5590,7144,8742,7498
KS,Kansas,9268,8134,8249,7945,7510
KY,Kentucky,7157,6725,6813,7135,7537
AR,Arkansas,7868,7781,8571,8689,7550
SD,South Dakota,9013,8372,7847,7356,7556
MO,Missouri,7383,7449,7923,7883,7569
IA,Iowa,9209,8114,8016,7970,7577
MT,Montana,10250,8239,7675,7369,7578
TN,Tennessee,7676,7238,7976,7861,7581
ID,Idaho,2999,3509,6670,7028,7610
LA,Louisiana,10433,9387,9622,9091,7620
TX,Texas,8735,8778,8205,8283,7630
IA,Iowa,9794,8338,8689,8457,7645
MS,Mississippi,8153,8046,8026,8729,7646
WV,West Virginia,8236,7546,7514,7605,7653
UT,Utah,4024,5169,6046,7125,7667
NE,Nebraska,8945,8042,8204,7845,7668
MS,Mississippi,8208,8377,8448,8118,7675
TX,Texas,10439,9710,9235,8895,7684
WY,Wyoming,9496,8388,8289,8533,7685
GA,Georgia,6716,7442,8348,7996,7690
TX,Texas,8299,8786,7322,7879,7694
KY,Kentucky,8798,7902,8286,8249,7728
AL,Alabama,11021,10153,9974,9045,7730
OK,Oklahoma,8772,8055,7545,7527,7782
MS,Mississippi,13931,12134,11206,9375,7785
TX,Texas,9944,8626,7173,7110,7791
AK,Alaska,4831,6113,7208,7523,7793
WV,West Virginia,7433,6994,7403,8202,7808
GA,Georgia,7902,7642,8815,8906,7816
AR,Arkansas,8847,7841,8261,8195,7828
KS,Kansas,8749,7803,8110,8102,7836
WV,West Virginia,9919,9008,9131,8719,7869
NE,Nebraska,11315,9937,9531,8363,7871
ID,Idaho,6844,7086,7538,7817,7878
TX,Texas,8785,7999,8946,8865,7918
KS,Kansas,8451,8258,8180,7900,7930
FL,Florida,4260,5569,7021,8365,7974
ID,Idaho,7460,6899,7806,7936,7974
IL,Illinois,9172,8499,8621,8457,7993
ND,North Dakota,9624,8752,8477,8121,7997
GA,Georgia,9354,9806,10590,9023,8022
NC,North Carolina,7217,7196,7993,8861,8030
SC,South Carolina,10700,11722,11211,10419,8039
MI,Michigan,8575,8302,8903,8485,8047
WV,West Virginia,11265,9983,10330,9386,8051
CO,Colorado,3192,3653,6594,7359,8072
KS,Kansas,9802,9158,8822,8535,8117
MO,Missouri,9890,8469,8850,8957,8157
MI,Michigan,8484,7954,8746,8860,8158
OR,Oregon,7532,7186,7422,7895,8160
MN,Minnesota,11507,9660,9165,8725,8179
VA,Virginia,,,8346,8582,8180
NE,Nebraska,9609,9021,9060,9182,8199
MI,Michigan,6858,7842,9418,8640,8219
TX,Texas,8297,7733,8229,8517,8222
FL,Florida,4035,5578,7022,8870,8226
MS,Mississippi,8996,9071,9758,8547,8246
MO,Missouri,6367,7335,8940,9627,8279
AR,Arkansas,10140,9518,9539,8715,8282
TN,Tennessee,6871,7018,8088,8426,8283
GA,Georgia,6141,6213,7609,8375,8286
AR,Arkansas,11097,10101,9955,8997,8310
WV,West Virginia,11320,9796,9592,9208,8313
SD,South Dakota,6000,6179,7275,8216,8318
MT,Montana,9899,10505,9383,9233,8329
NE,Nebraska,9364,8584,8875,8368,8335
ND,North Dakota,9404,9808,8644,8424,8350
KS,Kansas,9370,8404,8865,8601,8360
TN,Tennessee,6111,6612,7631,7915,8366
AK,Alaska,,,,,8368
NE,Nebraska,9330,8601,8767,8395,8369
WV,West Virginia,12245,10729,9719,9154,8378
NE,Nebraska,11375,10131,9615,8852,8380
NE,Nebraska,11457,9534,9374,8701,8391
KY,Kentucky,7738,7766,8279,8488,8400
MO,Missouri,8905,7865,8016,8433,8430
MO,Missouri,7551,7976,8903,9176,8432
IN,Indiana,8976,8176,8419,8508,8440
WV,West Virginia,11442,10233,10343,10449,8444
WY,Wyoming,6700,6145,7075,8569,8447
AK,Alaska,7803,8588,8835,8881,8458
TX,Texas,7408,6981,8763,9044,8472
KY,Kentucky,6253,6090,8125,8809,8474
AR,Arkansas,7771,7841,9245,9487,8484
MO,Missouri,12131,10748,10285,9295,8495
